id,file_name,organization,year_published,month_published,date_updated,last_seen
f583e3edfe0381355d062b27d690eb7a4a308ebb08e9ddda212f871a7ebf80a3,工业产品绿色设计指南（2026 年版）,工业和信息化部等部门,2026,4,2026-04-24,2026-09-09
533c140dad4875db0566349943c39b7d102ff7d280a0a4b0e4437332eb28ef8d,关于推动航运绿色低碳转型发展的意见,海事局,2026,4,2026-04-24,2026-09-09
566268e4946489cb9f7c03b1004b013790abb70ea9154e2640003125a0061319,加力推进石化化工行业老旧装置更新改造行动方案（2026—2029年）,工业和信息化部等部门,2026,4,2026-04-09,2026-09-09
ef4bf821556283ded1a58158a9d3dfdc1886e908387784ec7c69247c70a20bd5,标准引领纺织工业优化升级行动方案（2026—2028 年）,"工业和信息化部, 生态环境部, 市场监管总局",2026,3,2026-04-09,2026-09-09
0d45d4d3146998d2f6ebf0ad3c8699955a6f497314f815df841a50ef9cb547f3,关于开展2026年县域充换电设施补短板试点申报有关工作的通知,"财政部, 工业和信息化部, 交通运输部",2026,3,2026-03-26,2026-09-09
07c1ca53adcbeadcf20156d15ac40247a9ac9b374546d1870c7765cebc9edac3,关于落实涉农领域设备更新贷款相关政策的通知,农业农村部,2026,3,2026-03-26,2026-09-09
3032439aff3bca9f8a651928ecd9fb76e3a58e7afef6af5e7e79d72bfed37256,关于加快推动小水电绿色转型高质量发展的指导意见,水利部等部门,2026,3,2026-03-26,2026-09-09
3569d0e1292fca31899a9aa99b2b9634f067f1ac99818f40a7b5e658cf627e2d,节能装备高质量发展实施方案（2026—2028年）,工业和信息化部等部门,2026,3,2026-03-26,2026-09-09
a9c271ad10e0992ad78d98b57d0b64c97b6aa303e20ce53de1582c00938b1b8a,关于开展氢能综合应用试点工作的通知,"工业和信息化部, 财政部, 国家发展和改革委员会",2026,3,2026-03-26,2026-09-09
3e08fb511342cec65439125502ea8b0cc0587aaae5a62f1eee68ff345fc5a94c,关于进一步加强消耗臭氧层物质和氢氟碳化物管理的通知,生态环境部,2026,2,2026-03-26,2026-09-09
5498066581609daf9e103c4274aaf0b76f8beccb725677f3f5490498a71bf790,完善能源消费强度和总量双控制度方案,国家发展改革委,2021,9,2026-03-26,2026-09-09
15d5fb99cfd9ebfa4b75804005fc4cb4919f43392153bbfca8119120b7744f08,关于促进光伏组件综合利用的指导意见,工业和信息化部等部门,2026,3,2026-03-12,2026-09-09
12a3fb0572a3512fb7782c170bc0cd35fd787238f766cc7b1bc82f65cf02c0cd,关于做好2026年全国碳排放权交易市场有关工作的通知,生态环境部办公厅,2026,2,2026-03-10,2026-09-09
b39c48e69ffce7b51ad6f3b9e791c0e0859e1d41aa2357bd5c173d661b653ada,关于完善全国统一电力市场体系的实施意见,国务院,2026,2,2026-03-10,2026-09-09
1df11cd9901a388e502e2728dbe47841de0c4f95ef67ad45a120d4d643551e1b,关于落实《中共中央国务院关于锚定农业农村现代化扎实推进乡村全面振兴的意见》的实施意见,农业农村部,2026,2,2026-02-28,2026-09-09
eb4996a1fbd9ccef2b7fae6ab156824213da9d90db2060ea8ef1ad5c3261ca31,关于锚定农业农村现代化 扎实推进乡村全面振兴的意见,"中共中央, 国务院",2026,2,2026-02-28,2026-09-09
a734985a09fd2c1e8b68d00e322a2ca489f84adb40299dd159328c479caf73b0,生态文明建设示范区（生态工业园区）管理办法,"生态环境部, 商务部, 工业和信息化部",2026,1,2026-02-28,2026-09-09
a9a00004afda5269a509d4bd479431c82605988bc07808998b859c4dc5dcc150,关于支持风电开发建设规范使用林地草地有关工作的通知,"国家林业和草原局, 国家能源局",2026,1,2026-02-28,2026-09-09
de0f1203f2b7afc7b93765e3ffb8f8b8e0f91dc035b51d7028e579c8dceffa83,关于完善发电侧容量电价机制的通知,"国家发展和改革委员会, 国家能源局",2026,1,2026-02-28,2026-09-09
a38ac2bd39b41250b61e40ba043196140ae998ab516b589b0489cd2714be7bc5,新能源汽车废旧动力电池回收和综合利用管理暂行办法,工业和信息化部等部门,2026,1,2026-02-02,2026-09-09
8a60b95e3b97914fb0b60ae8e28fa015c34a656b55fa45c62b0033622f6659c0,关于开展零碳工厂建设工作的指导意见,工业和信息化部等部门,2026,1,2026-02-02,2026-09-09
d306a0ee1a234dedb5d24cab3d146ec1938bcf41bd6ea7e798769dfe83d729ff,关于推进能源气象服务体系建设的指导意见,"中国气象局, 国家能源局",2026,1,2026-01-23,2026-09-09
adf15f80694b05b4b68d6a4f71804b95cba16960c70dfff8a90ea4cb79fe4270,绿色产品认证与标识管理办法,市场监管总局等部门,2026,1,2026-01-22,2026-09-09
c2bb5c33525b00117046cf26754715990510554a989c2999ab75e9d812099e33,工业绿色微电网建设与应用指南（2026-2030）,工业和信息化部等部门,2026,1,2026-01-19,2026-09-09
4b66746bdadcb83c9fcc59e532ad992c7d9e778ac2a13c113028a0ebd59d3d9b,固体废弃物综合治理行动计划,国务院,2026,1,2026-01-19,2026-09-09
2e3fc4c19425102d60d2a13ab951c99f0ad95503d9972f301cda6885d3aef64d,再生材料应用推广行动方案,国家发展和改革委员会等部门,2026,1,2026-01-19,2026-09-09
4243d98d6265a3b82ccc598f67f2eebe674da0068c068676f3df44ea15ee76cd,可再生能源绿色电力证书管理实施细则（试行）,国家能源局,2025,11,2026-01-19,2026-09-09
c80ed537d284eb6554c48469de4426dcb3a73a92b83b550ea42ac1afa66f8534,关于2026年实施大规模设备更新和消费品以旧换新政策的通知,"国家发展改革委, 财政部",2025,12,2026-01-12,2026-09-09
b2e62e3e30eb4f8abe218c6275e2df449e6c22ddf4e6d3488aea127ebd880392,关于促进电网高质量发展的指导意见,"国家发展改革委, 国家能源局",2025,12,2026-01-12,2026-09-09
514bf365963d67b3aa89c7a8ed614ce8e5eed04241029ccc1295beafc07cb48d,促进光热发电规模化发展的若干意见,"国家发展改革委, 国家能源局",2025,12,2026-01-12,2026-09-09
32e3e2e655a0e06d4025cdb9d68dd6ca3c79d3209e1a34cebff52fa4684d4205,关于建立全国统一电力市场评价制度的通知,"国家发展改革委, 国家能源局",2025,12,2025-12-25,2026-09-09
b56d0678bfb4817664bc0da2d6c6d076d58a65a5704629665798a2f1ac0e5e66,煤炭清洁高效利用重点领域标杆水平和基准水平（2025年版）,国家发展改革委,2025,12,2025-12-25,2026-09-09
d0a7a8bcbe2915b78832aa3b6b777a16b68e15d8532bac5b1f4d8a8066b22b5c,关于建立煤电容量电价机制的通知,"国家发展和改革委员会, 国家能源局",2023,11,2025-12-25,2026-09-09
8ee68ddf7090fd012e2406b68830a2874e7f899c310bc201c2a09e0902cbec99,产品碳足迹因子数据库建设工作指引,生态环境部等部门,2025,12,2025-12-22,2026-09-09
07be3517a4593fcf7312ea98c6db8f60644fdfcba3d0f18dbdf932f7b3779b44,关于用好绿色金融政策支持绿色工厂建设的通知,"工业和信息化部, 中国人民银行",2025,12,2025-12-22,2026-09-09
61f62378bfb5934bff6c40eee1955b57f56fb732f2b88d449187e374c6ffdbe9,"关于禁止生产以1,1-二氯-1-氟乙烷（HCFC-141b）为发泡剂的聚氨酯产品的公告",生态环境部,2025,11,2025-12-08,2026-09-09
c354655ab79850616c938a31a9efb041ce6a596c92e4d468b71b9a14fd0fe4a5,关于禁止生产以氢氟碳化物（HFCs）为制冷剂的家用电冰箱和冰柜产品的公告,生态环境部,2025,11,2025-12-08,2026-09-09
73f0c3de125f979ad9905cc4d1d19c6a67dae51e55b0f9813ab7f335fac5d7ac,关于加强现代农事综合服务中心建设的指导意见,农业农村部等部门,2025,11,2025-12-08,2026-09-09
6c6c048a065fcec21d5d63869d3e0a41b43e660f185035850077a9e40120f761,加快建设农业强国规划（2024—2035年）,"中共中央, 国务院",2025,4,2025-12-08,2026-09-09
c08038bc1214c717dec854ca2002c64f1263930cb7e9fcd5ab78db605da5726b,关于严格控制氢氟碳化物化工生产建设项目的通知,"生态环境部, 国家发展和改革委员会, 工业和信息化部",2024,7,2025-12-08,2026-09-09
983e26266c655cc187927c1ffdb508fa9d6afb521d408ec8d6f5086032527a8a,关于进一步加强水资源节约集约利用的意见,国家发展和改革委员会,2023,9,2025-12-08,2026-09-09
da85953e1fd4bebe1e297bd2dfcc5744b2f42fcbf5ba7653190bc5f962f5fc7e,关于推进畜禽粪污资源化利用标准体系建设的指导意见,"国家标准委, 农业农村部, 生态环境部",2023,8,2025-12-08,2026-09-09
47db337b6a532e9296526798542f773642663b889a1e0b48acc2fdb0117df648,建设国家农业绿色发展先行区 促进农业现代化示范区全面绿色转型实施方案,农业农村部等部门,2022,9,2025-12-08,2026-09-09
d41c12755d38c6f057b680a10d806b34f0ec392f89df06dd9ee83142ad026299,关于深入打好污染防治攻坚战的意见,"中共中央, 国务院",2021,11,2025-12-08,2026-09-09
ad35217fbb285606ee3f0374d21d639bf8e9fb15d1a0625f272b97554c758982,关于控制副产三氟甲烷排放的通知,生态环境部,2021,9,2025-12-08,2026-09-09
fa0d5eb481f19e80e3bf31a194b4975047616ac2a894126d6ef87baf9da90a04,“十四五”城镇生活垃圾分类和处理设施发展规划,"国家发展和改革委员会, 住房和城乡建设部",2021,5,2025-12-08,2026-09-09
46bfb5a77f375e0463181ca860cebea7a923578d7a2b04bd7ea5b1855d5d86c3,关于进一步加强煤炭资源开发环境影响评价管理的通知,"生态环境部, 国家发展和改革委员会, 国家能源局",2020,10,2025-12-08,2026-09-09
6da476d0abd19afabc5d076450d0bed582a97b4cbdefbe6dfc00257a685ee3ad,到2020年化肥使用量零增长行动方案,农业部,2015,3,2025-12-08,2026-09-09
bf009ff56b99d3e250a05ea53961bbaf31f3c53df84bcccabd48e002fa47dd29,到2020年农药使用量零增长行动方案,农业部,2015,3,2025-12-08,2026-09-09
38568c71669d352347886707de6ce3ca08b2036ab1a4657f4357da3a7c9c323d,建设低碳交通运输体系试点工作方案,交通部,2011,2,2025-12-08,2026-09-09
dc648b6be0914b7e4fa1d44e8d10e14735f48ccd142e2f31b756890070534ece,2024、2025 年度全国碳排放权交易市场钢铁、水泥、铝冶炼行业配额总量和分配方案,生态环境部,2025,11,2025-11-28,2026-09-09
59355268edb133df51780f6d316b69444b0d59b7a09c25ca92b42e4c10c07df4,生态环境监测条例,国务院,2025,11,2025-11-28,2026-09-09
45c29988f3b3ff9e489b0aa54a6248836c011f4f438c7cea38a9075861974acb,关于促进新能源消纳和调控的指导意见,国家发展和改革委员会,2025,10,2025-11-28,2026-09-09
aceb69d3c87538fade14bff4b5196eefdc63a7df606cd71087e8b150dce670a2,关于进一步深化农村改革 扎实推进乡村全面振兴的意见,"中共中央, 国务院",2025,1,2025-11-28,2026-09-09
899cec0dec5fa7d4d3a80c0383bd57b599b0e44c9244c5f066a516d741990781,关于推动饲草产业高质量发展的意见,"国家发展和改革委员会, 农业农村部, 国家林草局",2024,11,2025-11-28,2026-09-09
316c0dbbe834f6eb650c43f38c36e0158aa5ed4a82521e9da9f06ff09eaf5b65,关于践行大食物观构建多元化食物供给体系的意见,国务院,2024,9,2025-11-28,2026-09-09
029df36b162ef727b6dec803371f2713f5bd275125a1f9220d1afd98cc76fe2a,关于加大工作力度持续实施好农业机械报废更新补贴政策的通知,"农业农村部, 国家发展和改革委员会, 财政部",2024,9,2025-11-28,2026-09-09
00fea308a4496c15f552352675fe2b20763dfffa43c95048a26f9c82541e8879,2024—2026年农机购置与应用补贴实施意见,"农业农村部, 财政部",2024,3,2025-11-28,2026-09-09
d8d6f28f3f16446eaf847f05853bd6c79aa71a67f1a3a58d9124c35ea82443c9,中国生物多样性保护战略与行动计划（2023-2030年）,生态环境部,2024,1,2025-11-28,2026-09-09
d64fb45e0b75e92140937c5eb3a7f154d5226d449459ba2a15b017c173aa7da8,关于推进污水处理减污降碳协同增效的实施意见,"国家发展和改革委员会, 住房城乡建设部, 生态环境部",2023,12,2025-11-28,2026-09-09
d8b9615a16b5ec41d3217454b3b640ef304e368ea19c134d47a86ac7e4dfe428,关于做好2023年农作物秸秆综合利用工作的通知,农业农村部,2023,6,2025-11-28,2026-09-09
80116f2ba6d4755f7ee96773d2d30e6b1681f145c24935ae414f6c08dbbc5f23,关于做好2022年农作物秸秆综合利用工作的通知,农业农村部,2022,4,2025-11-28,2026-09-09
32f5cb01cc9806499a49407a05db05130b337ac5e3e63167af9ed3ddea27134a,关于全面推进乡村振兴加快农业农村现代化的意见,"中共中央, 国务院",2021,1,2025-11-28,2026-09-09
4d15b866fef809e13118e8a9e116fa82d8f3018776d40349b231310de51ccacc,关于促进畜牧业高质量发展的意见,国务院,2020,9,2025-11-28,2026-09-09
d316b8aed5368bd39221e6cb89a2255251279cf4bf6d18335de81a40a21fe3cd,农业机械报废更新补贴实施指导意见,"农业农村部, 财政部, 商务部",2020,3,2025-11-28,2026-09-09
1dba8c69dbd593359adc4afe58da589a774c910a7136206776183c5323579395,2018-2020农业机械购置补贴实施指导意见,"农业农村部, 财政部",2018,12,2025-11-28,2026-09-09
8fde282cc54db295e7b6a149f459bafb74fb079b6fc7901c3ff623eaa1653979,关于加快农业机械化和装备产业转型升级的指导意见,国务院,2018,12,2025-11-28,2026-09-09
72be29c75f3db5a784cb6f93a6cd50faab2dce7ad4200e85352e945f31baec4c,关于促进天然气协调稳定发展的若干意见,国务院,2018,9,2025-11-28,2026-09-09
93cdbc45298ff901abe103f2819e9bdf629759d4648fb364b9ba4bcfdd2b6a91,农机装备发展行动方案（2016—2025）,"工业和信息化部, 农业农村部, 国家发展和改革委员会",2016,12,2025-11-28,2026-09-09
51241a308e9335728c950520f9193316dcb35baace0ce45133694b2f03f3c510,发挥价格杠杆作用促进光伏产业健康发展,国家发展和改革委员会,2013,8,2025-11-28,2026-09-09
5ebb5c19dab05159e3d70dc98f8319f0042daea5913f97364a3b64e31fbfb0b5,关于促进新能源集成融合发展的指导意见,国家能源局,2025,11,2025-11-27,2026-09-09
136c4a07d854bf2c821b2c0e2578aecc5bbb471db0c39c85a26eb39139a8b5f7,节水装备高质量发展实施方案（2025—2030年）,"工业和信息化部, 水利部",2025,11,2025-11-19,2026-09-09
b08c9963c26b1374db4422a0e1db5a6cc83a08c61d3b4299272ac183dc76c575,关于推进煤炭与新能源融合发展的指导意见,国家能源局,2025,10,2025-11-19,2026-09-09
2e3f99015251454b9f0627841082bf36c603bf65651dd16dbcfb0f3e9f885a1b,关于拓展绿色贸易的实施意见,商务部,2025,10,2025-11-19,2026-09-09
05b3cea3962f23c70d2452e42d6b9e0e35cab82c169837f218fab662f4bb0f14,电子信息制造业2025－2026年稳增长行动方案,"工业和信息化部, 国家市场监督管理总局",2025,9,2025-11-19,2026-09-09
59e55cb62e6bfffe303aa4ff3a0ffa38d52416ad40f2a266f501416b198b4c6a,汽车行业稳增长工作方案（2025—2026年）,工业和信息化部等部门,2025,9,2025-11-19,2026-09-09
ea4d563c92ba770630e3792bdd5194acb8a8dbdb5b4ed831d57e143c772b19be,国家能源局关于加快推进煤炭洗选高质量发展的意见,国家能源局,2025,10,2025-10-24,2026-09-09
95deed9847b11fa511b79a56c24ca0a21252c816bc0e2e11b4ee4b6fd19bf3f2,电动汽车充电设施服务能力“三年倍增”行动方案（2025—2027年）,国家发展改革委等部门,2025,10,2025-10-24,2026-09-09
cddac2a1d0fa861441bed91a562c79ef61775a6dec3b272b7a8e70dd9d804e26,节能降碳中央预算内投资专项管理办法,国家发展和改革委员会,2025,9,2025-10-24,2026-09-09
a36b93ae9b97e00d998acfdd7e8976ca700fe739ceb25344d56807063b6a2777,机械行业稳增长工作方案（2025—2026年）,工业和信息化部等部门,2025,9,2025-10-22,2026-09-09
d1762267a44dbd800633271a23855902778b825fa043334f1d6d05bd15e72381,有色金属行业稳增长工作方案（2025—2026年）,工业和信息化部等部门,2025,9,2025-10-22,2026-09-09
20b44a9dfe66a6d8c2b0efc223761aefba7b08f31dc3c575609e7079e680c575,工业园区高质量发展指引,"工业和信息化部, 国家发展改革委",2025,9,2025-10-22,2026-09-09
1350ffe3df072fd20b6ed07a61e8c732489aa37495f6f502571f7568c342dff3,关于推进能源装备高质量发展的指导意见,国家能源局等部门,2025,9,2025-10-22,2026-09-09
6cd1138d252023ac411121ddd33b8716844a0b03cb6447a3eaa25e184cea9e11,建材行业稳增长工作方案（2025—2026 年）,工业和信息化部等部门,2025,9,2025-10-22,2026-09-09
011ed52dcdb458b681b86aadd4cc50d68f05d1f0685f4155bee937478b919a4f,钢铁行业稳增长工作方案（2025－2026年）,工业和信息化部等部门,2025,9,2025-10-22,2026-09-09
5446aa5d23a02a2432a8f0656a534dfb86d530c12129ece9b0e0802915a453da,石化化工行业稳增长工作方案（2025－2026 年）,工业和信息化部等部门,2025,9,2025-10-22,2026-09-09
19855290752970d1386a4a094f6221478f1854bc84fe32d8b7044400ec68b1b1,轻工业稳增长工作方案（2025—2026年）,"工业和信息化部, 商务部, 市场监管总局",2025,9,2025-09-24,2026-09-09
a46e3563d36662bb8aff6fd5d12ba027183aea725fa3124ff33d6e15c0e44edc,新型储能规模化建设专项行动方案(2025—2027年),"国家发展和改革委员会, 国家能源局",2025,9,2025-09-18,2026-09-09
73e2e7e1d769491433fe217b4ba19f85a35439c829be51902226f985482e9775,电力装备行业稳增长工作方案（2025-2026年）,"工业和信息化部, 市场监管总局, 国家能源局",2025,9,2025-09-18,2026-09-09
ba27a48a181827590e24fd72ed69e5f7257db18a72fbd5278804b359ff540fd0,电力现货连续运行地区市场建设指引,"国家发展和改革委员会, 国家能源局",2025,9,2025-09-18,2026-09-09
3b01ac2d7d5f1f6c749201de4bce4fc35f79fb2906022790404b7679ab4a3564,关于完善价格机制促进新能源发电就近消纳的通知,"国家发展和改革委员会, 国家能源局",2025,9,2025-09-18,2026-09-09
b7d1314a54aa8f7fd91b30b340bebddec70464b2eafefd0e96b449d5384635a2,关于推进“人工智能+”能源高质量发展的实施意见,"国家发展和改革委员会, 国家能源局",2025,9,2025-09-09,2026-09-09
bfea2554933af18be551d05332141969a575a033395d109a9ab9639fc4eacd19,工业领域氧化亚氮排放控制行动方案,"生态环境部, 国家发展和改革委员会, 工业和信息化部",2025,8,2025-09-01,2026-09-09
adcad410be0b6593c220b9f30309311f5b1456894bd1e2667ecc786dda424935,关于推进绿色低碳转型加强全国碳市场建设的意见,"中共中央办公厅, 国务院办公厅",2025,8,2025-09-01,2026-09-09
f175742e86694c947fa88eeb2d2e91decb0df05fc4d45d463a683553af03567a,国家锂电池产业标准体系建设指南（2024）,工业和信息化部等部门,2024,9,2025-08-22,2026-09-09
5e9ba2e0fc94a8b24aff8e2b5bf57a9cd352c3b427a84bafab926090e26522b6,新型储能标准体系建设指南,"国家标准化管理委员会, 国家能源局",2023,2,2025-08-22,2026-09-09
e1b44e2c603f09a450f82c382d7d0a2bbf8360c3aed9a4246402c73267494204,新型储能项目管理规范（暂行）,国家能源局,2021,9,2025-08-22,2026-09-09
5cf95ca0f2a7de81e064e6448dd7a3d043901f7335999067be5225d66dc0f82b,关于金融支持新型工业化的指导意见,中国人民银行等部门,2025,8,2025-08-19,2026-09-09
e38d0f7b1f2f020324c12fb1f1da6eaea17867e413e875a785af1f9579c9cfe8,固定资产投资项目节能审查和碳排放评价办法,国家发展和改革委员会,2025,7,2025-08-19,2026-09-09
ec310b6a15c05d0120448e94bf92e97830b3826330e2259bd21af08ebb281f91,浙江、河南、广东省分布式可再生能源发电项目绿证核发工作方案,国家能源局综合司,2025,8,2025-08-01,2026-09-09
2d89e330effefeef122608e17d1cdc968bf7f00325567591994ac0acb6dd38ae,中欧领导人关于应对气候变化的联合声明——《巴黎协定》达成10周年后的前进方向,中国政府,2025,7,2025-08-01,2026-09-09
5781861f3cc2c31e1cdfe8b82b998fadd4f8530b02a129a4bae6810408a3365b,产品碳足迹标识认证试点认证目录（第一批）,"市场监管总局办公厅, 生态环境部办公厅, 工业和信息化部办公厅",2025,7,2025-07-22,2026-09-09
e595f67aec38cf76fb2a62acd6a99505b8ba00020d98bdd02c267b2e8065b1e4,绿色金融支持项目目录（2025年版）,"中国人民银行, 国家金融监督管理总局, 中国证券监督管理委员会",2025,7,2025-07-22,2026-09-09
