instrument_id,field_name,field_value,source_url,source_title,evidence_quote,confidence_score,needs_human_review,review_note,updated_at
CHNTRAETSI01S000,Agent,Firms,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Agent (Detail),重点排放单位：属于全国碳排放权交易市场覆盖行业且年度温室气体排放量达到2.6万吨二氧化碳当量的温室气体排放单位。,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Activity,"Production, generation or conversion",https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Activity (Details),"Covered emissions-generating operations of key emitting entities; current verified first covered industry is power generation, while later sector-expansion status requires confirmation against the latest MEE notice.",https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Requirement specification,重点排放单位应按规定报告上一年度温室气体排放，接受核查，并在生态环境部规定时限内清缴配额；清缴量应不低于经省级生态环境主管部门核查确认的上年度实际温室气体排放量。,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Trading System: Type,"Carbon emission allowance trading system; exchange-traded allowance market with agreement transfer, one-way bidding, or other approved trading methods.",https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Trading System: allowance mechanism,"MEE formulates the allowance total and allocation plan; provincial ecology and environment authorities allocate annual allowances to key emitting entities. Allocation is primarily free, with paid allocation allowed to be introduced in due course.",https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Trading System: Offset use allowed,"Yes. National certified voluntary emission reductions may be used to offset allowance surrender, capped at 5% of required surrendered allowances; offsets cannot come from projects already under national ETS allowance management.",https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Trading System: Linkages,N/A; key emitting entities covered by the national market no longer participate in local carbon trading pilot markets.,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Trading System: market stabilisation mechanism,Trading institution must take measures to prevent excessive speculation and maintain market health; registry and trading institution must establish risk-management and information-disclosure systems. Voluntary cancellation of allowances is deducted from the national allowance total.,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,GHGs affected,CO2,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Mitigation effects,positive,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,本办法自2021年2月1日起施行。,0.78,true,"Needs review for current sector coverage, 2024 regulation implementation details, offset rules, and allocation/free allowance fields.",2026-06-11T15:32:29
CHNTRAETSI01S000,Legal statute,碳排放权交易管理暂行条例；碳排放权交易管理办法（试行）,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,本办法自2021年2月1日起施行。,0.78,true,"Needs review for current sector coverage, 2024 regulation implementation details, offset rules, and allocation/free allowance fields.",2026-06-11T15:32:29
CHNTRAETSI01S000,Legal document,https://www.gov.cn/zhengce/content/202402/content_6930137.htm; https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Other weblinks,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Emission sector,Energy,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Sub-sector,Power generation; covered-industry scope is set and publicly released by MEE; expansion to additional sectors needs confirmation from the latest official sector-coverage notice.,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Asset (Details),Carbon emission allowances representing covered GHG emissions of key emitting entities in MEE-approved covered industries.,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Intensity (Details),Key emitting entities must surrender carbon emission allowances in an amount greater than or equal to the previous year's verified actual GHG emissions.,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Compliance calculation methodology I,Annual GHG emissions report prepared under MEE technical specifications; provincial ecology and environment authorities organize verification; verified results are the basis for allowance surrender.,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Compliance calculation methodology II,Surrender obligation equals at least the verified previous-year actual GHG emissions; covered entities may use eligible national certified voluntary emission reductions for offset within the regulatory cap.,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Trading System: cap,"MEE formulates the total allowance determination and allocation plan based on national GHG-control requirements and factors including economic growth, industrial restructuring, energy-structure optimization, and coordinated air-pollution control; no fixed absolute cap value found in the legal source.",https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Trading System: Free Allowance,Primarily free allocation; paid allocation may be introduced according to national requirements. Specific free-allocation share not found in this legal source.,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,Trading System: penalties for non-compliance,"Failure to surrender allowances in full and on time: order to correct and RMB 20,000-30,000 fine; if not corrected, unpaid allowances are deducted from the next year's allocation. False/missing emissions reports: RMB 10,000-30,000 fine and potential deduction of false-reported emissions from next-year allocation.",https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:44:55
CHNTRAETSI01S000,工具/子方案,工具,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,组别,交易机制,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,方法,排放交易体系（ETS）,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,排放行业,能源；工业,https://www.mee.gov.cn/ywgz/ydqhbh/wsqtkz/202509/W020250927515319387445.pdf,Progress Report of China's National Carbon Market (2025),"The National ETS expanded its sector coverage for the first time, bringing key emitters from the steel, cement, and aluminum smelting industries into the market.",0.88,true,"Parent ETS row aligned with subscheme coverage: power generation plus steel, cement, and aluminum smelting; emission sector and economic sector now aggregate child rows.",2026-06-11T17:58:48
CHNTRAETSI01S000,子行业,发电；钢铁；水泥；铝冶炼,https://www.mee.gov.cn/ywgz/ydqhbh/wsqtkz/202509/W020250927515319387445.pdf,Progress Report of China's National Carbon Market (2025),"The National ETS expanded its sector coverage for the first time, bringing key emitters from the steel, cement, and aluminum smelting industries into the market.",0.9,true,"Sector coverage corrected based on MEE 2025 progress report: steel, cement, and aluminum smelting are included in the national ETS.",2026-06-11T17:53:14
CHNTRAETSI01S000,本国工具名称,全国碳排放权交易市场,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,英文工具名称,National carbon emission trading market,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,描述,全国碳排放权交易市场覆盖生态环境部按程序确定并公开的温室气体种类和行业范围，对年度温室气体排放量达到2.6万吨二氧化碳当量的重点排放单位实施配额分配、登记、交易、核查与清缴管理。,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,目标,减缓气候变化,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,减缓相关性,直接,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,作用渠道,供给侧,D:\CCPID\inputs\fields\field_dictionary.md,Field Dictionary - Functioning channel,Supply-side refers to policies directly affect the behaviors of producers; Environment refers to policies which establish the enabling conditions for supply- and demand-side measures to operate effectively.,0.9,true,Functioning channel corrected from 环境 to 供给侧 because the ETS directly regulates covered emitting firms' compliance behavior.,2026-06-11T16:16:32
CHNTRAETSI01S000,国家,中国,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,管辖层级,国家,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,通过日期,31/12/2020,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,生效日期,01/02/2021,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
CHNTRAETSI01S000,状态,生效,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk02/202101/t20210105_816131.html,碳排放权交易管理办法（试行）,第八条列明覆盖行业和2.6万吨二氧化碳当量门槛；第十五条规定配额分配以免费分配为主；第二十九条规定国家核证自愿减排量抵销比例不超过5%。,0.86,true,"Most implementation fields filled from MEE Order No.19. Still verify latest official sector-expansion notice for steel, cement, and electrolytic aluminum/aluminum smelting before marking review complete.",2026-06-11T15:59:04
